PH,Brand.Code,Carb.Volume,Fill.Ounces,PC.Volume,Carb.Pressure,Carb.Temp,PSC,PSC.Fill,PSC.CO2,Mnf.Flow,Carb.Pressure1,Fill.Pressure,Hyd.Pressure2,Hyd.Pressure3,Hyd.Pressure4,Filler.Level,Filler.Speed,Temperature,Usage.cont,Carb.Flow,Density,MFR,Balling,Pressure.Vacuum,Oxygen.Filler,Bowl.Setpoint,Pressure.Setpoint,Air.Pressurer,Alch.Rel,Carb.Rel,Balling.Lvl
8.58,-0.429678314,-0.849935475,0.058541549,-0.422263683,0.699769861,1.208706547,-0.29901366,-0.131074254,-0.384302813,-1.044663017,0.391320044,-0.580399367,-1.282929263,-1.284349773,0.785160639,0.733886751,-0.11168501,0.513692315,-1.623580276,0.541067728,-0.53838458,-0.650518614,-0.698421333,0.028250655,3.055666552,0.708334989,-0.778348529,-0.016092835,-0.769947796,-0.419955186,-0.747015576
8.58,-0.429678314,-0.651007138,0.40389058,-0.252467696,0.478661761,0.932259059,-0.502963316,-0.131074254,-0.384302813,-1.044663017,0.853689824,-0.649192907,-1.282929263,-1.284349773,0.785160639,0.689068418,-0.137869954,0.513692315,0.162830806,0.541067728,-0.53838458,-0.715563024,-0.698421333,0.028250655,2.843273823,0.708334989,-0.778348529,0.322104815,-0.769947796,0.060830283,-0.770000395
8.56,-0.429678314,-0.651007138,-0.401252174,-0.252467696,-0.490216293,-0.085873125,-1.31876194,-1.666209487,-1.320832863,-1.044663017,0.306902523,-0.580399367,-1.282929263,-1.284349773,0.497744551,0.71892247,-0.145333163,0.362694239,0.478419687,0.527949018,-0.472239911,-0.744359602,-0.644656384,-0.322630667,2.418488365,0.708334989,-0.778348529,-0.016092835,-0.769947796,-0.749521554,-0.724030757
8.58,-0.429678314,-0.259834976,1.326932236,0.56904251,0.028739554,0.311567915,-0.29901366,1.745202142,0.083962212,-1.044663017,0.601890196,-0.51211243,-1.282929263,-1.284349773,-0.273237434,0.659313715,0.428795967,0.513692315,0.041452001,0.488685971,-0.472239911,0.457347504,-0.644656384,-0.322630667,2.206095636,0.708334989,-0.778348529,0.153360743,-0.769947796,-0.749521554,-0.724030757
8.56,-0.429678314,-0.552384826,0.058541549,0.408127612,-0.142708034,0.360401668,-0.910862628,-0.472215417,0.083962212,-1.044663017,0.052994002,-0.580399367,-1.282929263,-1.284349773,0.198828811,0.659313715,0.444927825,0.663336152,-1.47268821,0.519211811,-0.407459148,0.370951307,-0.590891435,-0.322630667,2.206095636,0.708334989,-0.778348529,-0.186259901,-0.769947796,-0.749521554,-0.724030757
8.54,-0.429678314,-0.552384826,0.634363143,0.081372194,-1.69569871,-1.578175185,-1.31876194,-0.301644835,0.552227237,-1.044663017,-0.929656133,-0.580399367,-1.282929263,-1.284349773,0.044763621,0.570645693,0.440891827,1.104302494,1.837793865,0.399779985,-0.407459148,1.052111898,-0.590891435,-0.322630667,3.055666552,0.708334989,-0.778348529,0.322104815,-0.719446809,-0.917099396,-0.747015576
8.52,-0.429678314,-0.356802892,-0.056478844,0.728407371,0.142202016,0.505797751,-0.502963316,0.039496328,-0.852567838,-1.044663017,0.727909915,-0.580399367,-1.282929263,-1.284349773,0.198828811,0.748875869,0.428795967,0.958625454,-0.556162443,0.47562946,-0.343987176,0.461286994,-0.537126486,-0.322630667,2.630881094,0.708334989,-0.778348529,0.322104815,-0.719446809,-0.419955186,-0.701045937
8.56,-0.429678314,0.122644632,0.634363143,0.886284891,-0.903669321,-1.026279465,-0.706912972,-0.472215417,-0.384302813,-1.042988461,0.895563444,-0.580399367,-1.282929263,-1.284349773,0.198828811,0.614867938,0.428795967,0.811641896,-0.897403905,0.471280767,-0.343987176,0.560124395,-0.537126486,-0.322630667,1.781310178,0.708334989,-0.778348529,-0.357144466,-0.769947796,0.060830283,-0.701045937
8.52,-0.429678314,0.027825513,0.519102874,0.886284891,-1.083596661,-1.189555607,0.720734619,-0.301644835,-0.852567838,-1.044663017,-1.535286795,-0.580399367,-1.282929263,-1.284349773,0.198828811,0.703983026,0.424768058,0.362694239,-0.891260708,0.44739413,-0.343987176,0.273406779,-0.537126486,-0.322630667,1.993702907,0.708334989,-0.778348529,-0.357144466,-0.769947796,-0.097658533,-0.724030757
8.54,-0.429678314,0.027825513,0.634363143,0.081372194,-0.844062436,-1.080490045,0.108885652,1.745202142,0.083962212,-1.042988461,-2.102943129,-0.580399367,-1.282929263,-1.284349773,0.349781359,0.778928616,0.424768058,0.362694239,-1.521757369,0.451733224,-0.407459148,0.176535622,-0.590891435,-0.322630667,1.781310178,0.708334989,-0.778348529,-0.357144466,-0.769947796,-0.097658533,-0.724030757
8.6,-0.429678314,-0.454318133,1.211384116,0.245595145,-0.725395242,-0.652712838,-0.706912972,-0.301644835,-0.384302813,-1.044663017,-0.201908957,1.215868403,-1.282929263,-1.284349773,0.067212697,0.793992245,-3.325085128,0.958625454,0.300762022,0.882951751,-0.67500418,-5.999316987,-0.805951231,0.028250655,2.630881094,0.708334989,-0.778348529,-0.701082281,-0.769947796,-0.257911595,-0.701045937
8.58,-0.429678314,-0.750189272,-0.516080667,1.197807354,1.401449487,2.255598457,-0.29901366,0.380637491,1.488757287,-1.042988461,-0.287099966,-0.649192907,-1.282929263,-1.284349773,-0.273237434,0.689068418,0.424768058,0.663336152,-1.17280784,0.517028586,-0.67500418,0.390541017,-0.805951231,0.379131977,1.781310178,0.708334989,-0.778348529,-0.874143695,-0.719446809,-0.257911595,-0.747015576
8.62,-0.429678314,-0.259834976,-1.089503504,1.042733414,0.478661761,0.885581483,-0.29901366,0.210066909,0.083962212,-1.042988461,0.137739998,0.080616253,-1.282929263,-1.284349773,0.198828811,0.703983026,0.428795967,0.210325534,0.69819596,0.593696577,-0.605951824,0.410157662,-0.752186282,0.730013299,1.356524721,0.708334989,0.252176358,-0.016092835,-0.719446809,-0.257911595,-0.724030757
8.62,-0.429678314,-0.163410297,-1.432981504,-2.66279879,-0.666332713,-0.495715903,-1.522711596,0.210066909,0.083962212,-1.044663017,-0.45782012,0.516123214,-1.282929263,-1.284349773,0.067212697,0.778928616,-2.509062053,0.513692315,-1.660489294,0.876198763,-0.817835855,-5.318807681,-0.913481129,0.730013299,1.993702907,0.708334989,0.252176358,-0.186259901,-0.719446809,-0.419955186,-0.724030757
8.62,-0.429678314,-0.950250032,2.2530443,-0.594110129,-0.142708034,0.163947982,-0.706912972,-0.131074254,3.361817387,-1.044663017,0.26465292,0.080616253,-1.282929263,-1.284349773,-0.112545283,0.659313715,0.428795967,0.210325534,0.337458403,0.58710455,-0.605951824,0.390541017,-0.752186282,0.730013299,1.781310178,0.708334989,0.252176358,-0.357144466,-0.719446809,-0.257911595,-0.724030757
8.52,0.591859212,0.029644674,-1.089503504,-0.944412974,0.025773682,0.744497319,1.536533243,-1.325068324,0,-1.044663017,-0.159355492,0.080616253,-1.282929263,-1.284349773,1.061929205,0.703983026,0.436857851,0.958625454,-1.445194996,0.576126339,-0.967471551,0.406232178,-1.021011028,0.730013299,1.56891745,0.708334989,0.252176358,-0.701082281,-0.473749083,-0.419955186,-0.99984859
8.52,0.591859212,-0.454318133,1.095883971,0.408127612,-2.009146978,-1.920044891,-1.726661252,0.039496328,0.083962212,-1.042988461,0.137739998,0.144146779,-1.282929263,-1.284349773,-1.133023613,0.689068418,0.444927825,1.67425088,-1.276747142,0.558583357,-0.67500418,0.414084223,-0.85971618,0.379131977,1.56891745,0.708334989,0.252176358,0.153360743,-0.570688706,-0.257911595,-0.930894132
8.54,0.591859212,-0.651007138,1.326932236,0.886284891,0.028739554,0.262548363,1.944432555,1.233490398,0.552227237,-1.044663017,-0.201908957,0.016634119,-1.282929263,-1.284349773,-1.700782482,0.644473619,0.432825898,-0.098590571,-0.250192034,0.58710455,-0.745608404,0.5958707,-0.85971618,0.379131977,1.144131992,0.708334989,0.252176358,-0.357144466,-0.521999243,-0.58381608,-0.884924493
8.36,0.591859212,-0.950250032,-0.974914887,1.197807354,-2.072448913,-1.521992313,0.924684275,-0.472215417,-0.384302813,-1.042988461,0.811789734,1.545447206,-1.282929263,-1.284349773,2.536578567,0.854495131,-3.327127903,0.056569562,-1.865151774,-2.023971939,-0.89176293,-0.067452051,-0.967246078,0.028250655,2.630881094,0.708334989,0.252176358,-0.357144466,-0.473749083,-0.749521554,-0.838954854
8.28,0.591859212,-1.985627611,0.634363143,0.728407371,-0.490216293,0.064592687,-0.29901366,-0.642785998,4.298347438,-1.044663017,-0.58615817,0.016634119,-1.282929263,-1.284349773,0.044763621,0.71892247,0.428795967,-0.255172013,-1.40642541,0.527949018,-0.745608404,0.285076568,-0.85971618,0.028250655,2.206095636,0.708334989,0.252176358,-0.016092835,-0.473749083,-0.917099396,-0.907909312
8.34,0.591859212,-1.460500992,0.980431801,0.886284891,-1.448535804,-1.244412924,-0.502963316,-1.325068324,3.830082413,-1.042988461,0.18007172,0.207230739,-1.282929263,-1.284349773,0.924826331,0.526646981,-0.739969939,0.056569562,-0.946310264,0.704122,-0.967471551,-2.742894665,-1.021011028,0.028250655,2.418488365,0.708334989,0.252176358,-0.186259901,-0.473749083,-0.917099396,-0.884924493
8.26,0.591859212,-1.152601553,1.326932236,0.408127612,-0.142708034,0.505797751,0.516784963,-0.472215417,-0.852567838,-1.044663017,0.18007172,0.144146779,-1.282929263,-1.284349773,0.198828811,0.659313715,0.436857851,-0.255172013,1.162577123,0.532320202,-0.605951824,0.469169206,-0.752186282,-0.322630667,1.356524721,0.708334989,0.252176358,-0.357144466,-0.473749083,-0.749521554,-0.815970034
8.3,0.591859212,-1.460500992,-0.056478844,0.886284891,-1.265208212,-0.443789277,-1.114812284,1.233490398,-0.384302813,-1.044663017,0.052994002,0.016634119,-1.282929263,-1.284349773,-0.112545283,0.674178648,0.424768058,-0.572668745,-0.652895367,0.556392405,-0.53838458,0.461286994,-0.698421333,-0.322630667,1.56891745,0.708334989,0.252176358,-0.016092835,-0.473749083,-0.917099396,-0.815970034
8.26,0.591859212,-1.357278942,-0.056478844,1.954230661,-1.633612175,-0.918496925,-0.29901366,-1.154497742,-0.852567838,-1.044663017,0.769863118,0.080616253,-1.282929263,-1.284349773,0.497744551,0.659313715,0.428795967,-0.255172013,1.002568274,0.556392405,-0.472239911,0.402307772,-0.644656384,-0.673511989,1.56891745,0.708334989,0.252176358,-0.357144466,-0.473749083,-0.917099396,-0.724030757
8.42,1.423974187,0.771831185,0.058541549,0.56904251,0.367155559,-0.085873125,-0.29901366,-0.472215417,-0.384302813,-1.042988461,0.306902523,0.080616253,-1.282929263,-1.284349773,-1.133023613,0.733886751,0.432825898,0.663336152,-0.897403905,0.523579553,1.467591167,0.402307772,1.548953539,-0.673511989,0.931739263,0.708334989,0.252176358,-0.186259901,1.570410466,1.411945468,1.459527092
8.5,1.423974187,0.952750756,-0.056478844,0.245595145,-0.257853926,-1.189555607,-0.29901366,0.892349235,0.552227237,-1.042988461,1.354442881,-1.218519382,-1.282929263,-1.284349773,1.196561622,0.824194014,-3.327127903,1.391798553,-1.054794669,-2.023363367,1.323117174,-0.067452051,1.333893743,-0.673511989,0.931739263,0.708334989,0.252176358,-0.016092835,1.570410466,1.268228072,1.459527092
8.5,1.423974187,1.04246862,0.40389058,1.351557563,0.754655402,0.213342045,0.720734619,0.210066909,-0.384302813,-1.042988461,-1.665826471,0.016634119,-1.282929263,-1.284349773,-1.506696324,0.763889824,0.432825898,0.663336152,0.463468694,0.5104815,1.432090725,0.378783959,1.49518859,-1.375274633,0.719346534,0.708334989,0.252176358,-0.357144466,1.661744624,1.411945468,1.321618175
8.54,1.423974187,1.131696669,0.865027607,0.245595145,0.367155559,-0.085873125,0.516784963,0.551208072,-0.384302813,-1.042988461,-0.972723786,0.080616253,-1.282929263,-1.284349773,-1.133023613,0.659313715,0.440891827,0.958625454,0.752082661,0.482155761,1.467591167,0.153386742,1.548953539,-1.375274633,0.931739263,0.708334989,0.252176358,-0.357144466,1.661744624,1.411945468,1.321618175
8.56,1.423974187,0.771831185,1.095883971,0.886284891,1.716936532,1.38962275,0.720734619,1.574631561,-0.852567838,-1.044663017,-1.448411135,0.144146779,-1.282929263,-1.284349773,-1.900044877,0.659313715,0.436857851,1.104302494,0.49339726,0.552011785,1.467591167,0.339663795,1.548953539,-1.375274633,0.931739263,0.708334989,0.252176358,-0.357144466,1.661744624,1.411945468,1.321618175
8.44,1.423974187,1.308697526,0.40389058,1.805327466,0.972657985,0.409050589,-1.31876194,0.039496328,-0.852567838,-1.044663017,-1.318322376,0.080616253,-1.282929263,-1.284349773,-1.31752427,0.733886751,0.432825898,0.056569562,0.752082661,0.556392405,1.537410834,0.418011862,1.656483438,-1.024393311,1.56891745,0.708334989,0.252176358,-0.357144466,1.570410466,1.411945468,1.459527092
8.44,1.423974187,1.742873131,0.173609918,1.954230661,0.589530782,0.064592687,-0.095064004,0.210066909,2.425287337,-1.044663017,-1.62228299,0.016634119,-1.282929263,-1.284349773,-1.506696324,0.900133083,0.440891827,0.056569562,-0.928020216,0.547632877,1.537410834,0.484946559,1.656483438,-1.024393311,1.356524721,0.708334989,0.252176358,-0.701082281,1.570410466,1.554136669,1.459527092
8.5,1.423974187,0.403953998,0.288726261,-0.422263683,0.918386549,0.262548363,-1.114812284,-1.325068324,0,-1.044663017,1.146252578,-2.061127135,-1.282929263,-1.284349773,1.061929205,0.659313715,-3.327127903,1.248688457,-0.798315369,-2.023363367,1.210227578,-0.067452051,1.172598896,-0.673511989,1.356524721,0.708334989,0.252176358,-0.016092835,1.601091904,1.554136669,1.459527092
8.52,1.423974187,1.131696669,-0.286375706,1.504031657,0.085553725,-0.652712838,-0.502963316,-0.301644835,-0.852567838,-1.042988461,0.433488085,0.144146779,-1.282929263,-1.284349773,1.061929205,0.884895595,-0.146826911,0.056569562,-2.260336419,-2.023363367,1.359863274,-0.067452051,1.387658692,-0.673511989,1.144131992,0.708334989,-0.778348529,0.153360743,1.601091904,1.554136669,1.459527092
8.5,1.423974187,0.952750756,-0.401252174,1.042733414,0.699769861,0.409050589,0.720734619,0.380637491,0.083962212,-1.044663017,1.31285661,0.144146779,0,0,-0.273237434,0.93068257,-3.322005796,0.056569562,-1.919570066,-1.397500227,1.396184554,-0.067452051,1.441423641,-0.673511989,0.719346534,0.708334989,-0.778348529,-0.016092835,1.601091904,1.554136669,1.436542273
8.46,1.423974187,0.952750756,-0.516080667,1.6552743,0.367155559,-0.187150691,-0.095064004,1.062919816,-0.852567838,-1.044663017,-0.714753584,-0.649192907,0,0,-1.700782482,1.743261659,0.436857851,0.210325534,-0.216087158,0.42139638,1.502694948,0.316243412,1.602718489,-0.673511989,0.719346534,1.84613294,-0.778348529,-0.357144466,1.601091904,1.554136669,1.436542273
8.62,1.423974187,0.952750756,-1.432981504,2.248734022,0.863962878,0.409050589,-0.29901366,-0.472215417,-0.852567838,-1.044663017,1.686209573,-2.386408883,-1.282929263,-1.284349773,1.328811039,1.826403453,-0.146826911,0.031483041,0.366935117,-2.023363367,1.502694948,-0.067452051,1.742507356,-1.024393311,2.418488365,1.84613294,-0.778348529,0.153360743,1.601091904,1.554136669,1.459527092
8.4,1.423974187,1.308697526,-0.516080667,0.408127612,1.401449487,0.744497319,-0.29901366,-1.495638905,-0.852567838,-1.044663017,0.26465292,-0.51211243,0,0,-1.31752427,0.659313715,0.432825898,0.513692315,-0.722882626,0.423560444,1.502694948,0.402307772,1.602718489,-0.673511989,3.055666552,0.708334989,-0.778348529,-0.52875057,1.601091904,2.108064551,1.436542273
8.42,1.423974187,1.483781414,-0.860278294,0.032980685,0.367155559,-0.547844651,2.556281523,-0.642785998,-0.384302813,-1.044663017,-0.500570985,-0.580399367,0,0,-1.31752427,0.703983026,0.432825898,0.811641896,-0.029050237,0.458245145,1.467591167,0.253978678,1.548953539,-1.024393311,3.692844738,0.708334989,-0.778348529,-0.186259901,1.601091904,1.411945468,1.436542273
8.54,1.423974187,1.997804629,0.865027607,0.728407371,0.028739554,-0.972282141,0.108885652,-0.131074254,0.552227237,-1.044663017,-1.231745517,-0.580399367,0,0,-1.900044877,0.748875869,0.436857851,0.958625454,-2.138426023,0.40626027,1.537410834,0.731699873,1.656483438,-1.024393311,1.993702907,0.708334989,-0.778348529,-0.357144466,1.601091904,2.108064551,1.436542273
8.5,1.423974187,1.82830812,-1.204044146,0.56904251,-0.548744318,-1.578175185,-0.095064004,0.039496328,1.020492262,-1.044663017,0.052994002,-0.580399367,0,0,-1.133023613,0.71892247,0.428795967,-1.225502281,-0.56914655,0.44739413,1.502694948,0.324045897,1.602718489,-1.375274633,4.117630196,0.708334989,-0.778348529,-0.186259901,1.570410466,1.694823207,1.459527092
8.48,1.423974187,1.483781414,1.095883971,0.245595145,-0.028241473,-0.972282141,-1.522711596,-1.154497742,-0.852567838,-1.044663017,-0.287099966,-0.649192907,0,0,-1.506696324,0.748875869,0.440891827,-1.060017778,-1.543393117,0.430055273,1.537410834,0.5958707,1.656483438,-1.375274633,3.905237467,0.708334989,-0.778348529,-0.357144466,1.570410466,1.834026237,1.436542273
8.48,1.423974187,1.04246862,-0.630861184,1.042733414,-0.607449434,-1.521992313,-0.706912972,-0.813356579,-0.384302813,-1.042988461,-0.244490427,-0.580399367,0,0,-0.952969189,0.62965836,0.416718309,-1.561137655,0.994637603,0.436554055,1.537410834,0.437666216,1.656483438,-1.375274633,0.931739263,0.708334989,-0.778348529,-0.357144466,1.539489018,1.268228072,1.436542273
8.46,-0.429678314,-0.163410297,-0.401252174,1.954230661,-0.028241473,0.553897889,-1.31876194,-0.642785998,1.488757287,-1.042988461,-1.491833934,-0.580399367,0,0,0.642834488,0.659313715,0.420742173,0.362694239,-1.467202857,0.432221095,-0.220765276,0.449471757,-0.429596587,-1.375274633,3.055666552,0.708334989,-0.778348529,0.322104815,-0.769947796,-0.097658533,-0.747015576
8.54,-0.429678314,-0.259834976,-0.516080667,1.042733414,-0.373687259,-0.238082651,-1.522711596,-0.642785998,-1.320832863,-1.042988461,-1.275019097,-0.580399367,0,0,-0.112545283,0.674178648,0.416718309,-0.413192178,-0.050071333,0.408421249,-0.220765276,0.281185561,-0.429596587,-1.726155955,2.630881094,0.708334989,-0.778348529,0.153360743,-0.769947796,-0.097658533,-0.747015576
8.52,-0.429678314,-0.356802892,-0.745593727,1.504031657,-0.607449434,-0.495715903,-0.910862628,-0.813356579,-0.852567838,-1.044663017,-1.448411135,-0.580399367,0,0,-0.112545283,0.689068418,0.416718309,-0.733619667,-1.400860318,0.458245145,-0.220765276,0.35921041,-0.429596587,-1.726155955,2.843273823,0.708334989,-0.778348529,-0.357144466,-0.669407016,-0.419955186,-0.747015576
8.5,-0.429678314,-1.152601553,-0.745593727,2.682730973,1.348365936,2.087381826,0.720734619,-0.983927161,-0.852567838,-1.044663017,-0.628994623,-2.722608563,0,0,0.067212697,0.703983026,0.120692837,-0.572668745,-0.202398694,-0.903761626,-0.281772158,-5.991701969,-0.483361537,-1.726155955,2.630881094,0.708334989,-0.778348529,-0.52875057,-0.669407016,-0.419955186,-0.747015576
8.62,-0.429678314,-0.163410297,0.865027607,1.954230661,0.198685391,0.697115777,-0.910862628,-0.301644835,1.957022312,-1.042988461,-1.971484944,-0.580399367,0.687885941,0.699449167,0.198828811,0.674178648,0.428795967,-0.255172013,0.17003054,0.414906831,-0.343987176,0.410157662,-0.537126486,-1.375274633,2.630881094,0.708334989,-0.778348529,-0.357144466,-0.570688706,-0.419955186,-0.724030757
8.64,-0.429678314,-0.454318133,0.865027607,2.102021126,0.699769861,1.117240687,-0.706912972,-0.642785998,-1.320832863,-1.042988461,-1.102102272,-0.580399367,0.308412206,0.536225204,0.044763621,0.703983026,0.420742173,-0.098590571,-1.012862117,0.697466988,-0.343987176,0.38662092,-0.537126486,-1.375274633,3.055666552,0.708334989,-0.778348529,-0.186259901,-0.61982282,-0.419955186,-0.724030757
8.64,-0.429678314,-0.356802892,0.749671387,1.197807354,-0.315684149,-0.238082651,-0.910862628,-0.131074254,0.083962212,-1.042988461,-0.714753584,-0.580399367,0.70012703,0.963118647,-0.112545283,0.659313715,0.296942899,-0.098590571,0.249666173,0.52576407,-0.343987176,0.084172819,-0.537126486,-1.375274633,2.206095636,0.708334989,-0.778348529,-1.047938938,-0.719446809,-0.257911595,-0.747015576
8.64,-0.429678314,-0.552384826,-0.630861184,1.6552743,0.255004809,0.649555973,2.352331867,-0.472215417,-0.852567838,-1.044663017,-1.015820647,-0.580399367,0.6266805,0.912895889,0.044763621,-1.266843837,0.289022593,-0.413192178,0.69052444,0.554201881,-0.472239911,0.026761204,-0.644656384,-1.024393311,1.356524721,-1.307448782,-0.778348529,-0.016092835,-0.769947796,-0.097658533,-0.770000395
8.6,1.423974187,-0.163410297,-0.630861184,1.351557563,0.142202016,0.360401668,-0.29901366,-0.301644835,-0.852567838,-1.044663017,-1.79663934,-0.649192907,0.553233971,0.825006062,-0.112545283,-1.27800806,0.273206252,-0.413192178,0.374320907,0.545444065,-0.407459148,0.049696761,-0.590891435,-1.024393311,1.144131992,-1.307448782,-0.778348529,-0.357144466,-0.769947796,-2.328641286,-0.770000395
8.64,-0.429678314,-0.356802892,0.288726261,1.805327466,0.198685391,0.457515632,-0.502963316,-1.154497742,-0.384302813,-1.044663017,-0.58615817,-0.718499045,0.553233971,0.862673131,0.044763621,-0.6395983,0.269257224,-0.413192178,0.411349533,0.679738585,-0.472239911,0.053523124,-0.644656384,-0.673511989,0.931739263,-0.699513994,-0.778348529,-0.186259901,-0.769947796,-0.097658533,-0.770000395
8.56,1.423974187,1.483781414,-0.745593727,1.351557563,0.255004809,-0.443789277,-0.095064004,-0.472215417,0.552227237,-1.044663017,0.391320044,-0.649192907,0.712368118,1.013341405,-1.506696324,-0.68937161,0.043674133,-1.225502281,-2.087370043,0.556392405,1.432090725,0.265632306,1.49518859,-0.673511989,0.719346534,-0.699513994,-0.778348529,-0.357144466,1.570410466,1.268228072,1.413557453
8.42,-1.834484216,0.027825513,-0.286375706,1.042733414,0.198685391,0.114365193,-0.29901366,-0.472215417,0.552227237,-1.044663017,0.433488085,-0.580399367,0.724609206,1.076119852,0.349781359,-0.68937161,0.047505854,0.056569562,-0.928020216,0.58710455,1.359863274,-0.353498961,1.387658692,-0.673511989,0.506953805,-0.699513994,-0.778348529,0.322104815,0.446704048,0.525966941,1.321618175
8.42,-1.834484216,0.027825513,-1.089503504,0.728407371,0.255004809,0.360401668,-0.910862628,0.039496328,-0.852567838,-1.042988461,-0.372403513,0.016634119,0.773573559,0.925451578,-0.112545283,-0.052265791,0.036016759,0.056569562,0.29344268,0.61349555,1.396184554,-0.260398681,1.441423641,-0.673511989,0.294561076,-0.02758607,0.252176358,-0.357144466,0.406573807,0.827697522,1.390572634
8.42,-1.834484216,-0.163410297,-0.974914887,1.197807354,0.422988765,0.601816986,-0.706912972,-0.472215417,0.083962212,-1.044663017,0.052994002,0.516123214,-1.282929263,-1.284349773,2.310140118,0.778928616,-0.146826911,0.210325534,-0.897403905,-1.563032512,1.132649421,-0.067452051,1.065068998,-0.322630667,0.294561076,-0.02758607,0.252176358,-0.186259901,0.525949533,0.677652148,1.252663717
8.46,-1.834484216,-0.259834976,-0.974914887,0.728407371,0.809386117,0.932259059,-1.522711596,0.039496328,-0.384302813,-1.044663017,0.26465292,0.080616253,0.981672059,1.1388983,-1.133023613,-0.065864038,0.051339598,0.056569562,-1.456212216,0.833513962,1.323117174,-0.479034714,1.333893743,-0.673511989,-0.130224381,-0.02758607,0.252176358,-0.016092835,0.446704048,0.372617918,1.321618175
8.48,-1.834484216,0.027825513,0.173609918,1.351557563,0.085553725,0.114365193,-0.706912972,-1.154497742,-0.852567838,-1.042988461,0.09538078,-0.649192907,1.006154235,0.335334172,0.198828811,1.481380532,0.062852963,-0.098590571,0.962981367,0.858208477,1.285936199,-0.504725705,1.280128794,-0.673511989,-0.34261711,1.508249184,-0.778348529,-0.701082281,0.525949533,0.677652148,1.252663717
8.48,-1.834484216,0.027825513,-0.974914887,1.504031657,-0.257853926,-0.187150691,-1.114812284,-0.131074254,0.083962212,-1.044663017,-0.244490427,-0.51211243,0.969430971,0.247444345,0.044763621,1.481380532,0.047505854,-0.255172013,-0.497405041,0.849223,1.248309932,-0.449608939,1.226363845,-0.673511989,-0.130224381,1.508249184,-0.778348529,-0.701082281,0.525949533,0.677652148,1.252663717
8.48,-1.834484216,0.403953998,0.519102874,0.886284891,0.255004809,0.163947982,-0.29901366,1.574631561,1.020492262,-1.042988461,-1.448411135,3.328465808,0.847020088,0.435779688,-0.112545283,1.497561825,0.055175364,-0.255172013,-1.155275308,0.869449389,1.285936199,-0.346075718,1.280128794,-0.673511989,-0.130224381,1.508249184,0.064044479,-0.701082281,0.525949533,0.677652148,1.252663717
8.48,-1.834484216,-0.950250032,-1.432981504,0.728407371,-0.20019556,-0.238082651,0.516784963,-0.642785998,0,-1.042988461,-1.275019097,2.558146887,-0.022097176,-0.166893408,1.712069251,1.06938469,-2.38471568,0.056569562,1.130362717,1.174385777,1.132649421,-5.229868835,1.065068998,-0.673511989,-0.130224381,1.508249184,0.064044479,-0.52875057,0.525949533,0.677652148,1.252663717
8.58,1.423974187,2.898367161,-0.745593727,-1.675405421,0.311161218,-1.521992313,-0.706912972,0.039496328,0.083962212,-1.044663017,0.685930067,0.055770141,-1.282929263,-1.284349773,1.328811039,-0.83630719,-0.146826911,2.885936943,-2.147622545,-2.023363367,1.359863274,-0.067452051,1.398411682,-0.673511989,0.506953805,1.508249184,0.064044479,0.322104815,1.50832505,0.525966941,1.413557453
8.52,1.423974187,1.308697526,-0.286375706,-0.944412974,0.311161218,-0.547844651,-0.910862628,-0.983927161,-0.852567838,-1.042988461,-0.671859738,3.241700267,1.006154235,0.410668309,-0.605376425,1.449092456,-0.31111653,-1.392535775,-0.767001345,0.914513358,1.537410834,-0.922775991,1.656483438,-0.673511989,-0.130224381,1.508249184,0.064044479,-0.016092835,1.539489018,1.694823207,1.505496731
8.5,1.423974187,1.131696669,0.288726261,-0.252467696,0.367155559,-0.443789277,-0.29901366,-1.154497742,1.488757287,-1.042988461,-1.535286795,-0.580399367,0.908225529,0.297667103,-1.31752427,1.481380532,-0.30383535,-1.392535775,0.084072298,0.384674808,1.537410834,-0.883755486,1.656483438,-1.024393311,-0.130224381,1.508249184,-0.778348529,-0.186259901,1.539489018,1.694823207,1.505496731
8.56,1.423974187,1.131696669,1.789604467,-0.768118862,2.383386028,1.699899229,0.312835308,-0.301644835,0.552227237,-1.044663017,-0.88661762,-0.51211243,0.981672059,0.297667103,-0.952969189,-0.68937161,-0.119176536,-0.733619667,-1.676207771,0.495220084,1.571747304,-0.639643941,1.710248387,-1.024393311,1.356524721,-0.699513994,-0.778348529,-0.016092835,1.539489018,1.694823207,1.505496731
8.56,1.423974187,1.04246862,1.326932236,0.245595145,1.454388198,0.932259059,-1.522711596,-0.983927161,0.083962212,-1.042988461,-1.058946786,-0.649192907,1.006154235,0.548780893,-0.952969189,-0.676965538,-0.126659971,-0.572668745,-0.523585891,0.4865088,1.571747304,-0.675855142,1.710248387,-1.024393311,1.144131992,-0.699513994,-0.778348529,-0.701082281,1.539489018,1.694823207,1.505496731
8.56,1.423974187,1.656975916,-0.516080667,-0.084620184,0.754655402,-0.035525466,0.312835308,-0.472215417,-0.384302813,-1.042988461,-0.500570985,-0.580399367,0.895984441,1.076119852,-0.952969189,-0.68937161,-0.119176536,-0.255172013,-1.350475472,0.521395467,1.502694948,-0.675855142,1.602718489,-0.673511989,1.144131992,-0.699513994,-0.778348529,0.153360743,1.570410466,1.834026237,1.482511912
